Gender,Age,Education,MaritalStatus,FamilyCount,ChildCount,IncomeType,IncomeClass,Occupation,OrgType,HouseOwnYN,DwellingType,HousingType,ResidenceClass,CarOwnedYN,Default,ActiveLoanYN,LoanType,ApplWeek,ApplHour,Accompany,CarPrice,Deposit,LoanTerm,LoanRemainTerm,InterestType,InterestRate,LoanAmount,InstallAmount,LoanRemainAmount,HomeAddMatchedYN,WorkAddMatchedYN,InquiryCount,IdChangedYears,InfoChangedYears,PhoneChangedYears,ScoreA,ScoreB,ScoreC,loan_months,loan_start_date
남성,57.2,대학교,결혼,5,3,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,N,1,N,할부금융(장/단기),금,11,단독,15000000,30,48,14,변동,4.43,10500000,228440.6,3198168.4,Y,Y,2,10.8,6.2,0.0,,0.516,0.496,34,2022-06-01
남성,57.4,대학교,결혼,4,2,퇴직,1억원 이상,기타,서비스,Y,자가,아파트,평균,Y,0,N,할부금융(장/단기),화,12,단독,30000000,30,48,33,변동,3.33,21000000,452068.8,14918270.4,Y,Y,5,11.6,18.3,4.6,0.609,0.829,0.869,15,2024-01-01
남성,57.7,전문대,결혼,5,3,퇴직,5000만원~1억원 미만,기타,무역,N,반전세,아파트,평균,N,0,Y,할부금융(장/단기),금,12,단독,61000000,30,48,14,변동,4.43,42700000,928991.9,13005886.6,Y,Y,1,12.4,2.5,1.3,,0.454,0.734,34,2022-06-01
남성,57.8,대학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,산업,N,전세,아파트,평균,N,0,Y,할부금융(장/단기),월,10,단독,30000000,30,48,35,변동,4.43,21000000,456881.3,15990845.5,Y,Y,5,11.2,14.0,3.7,0.699,0.639,0.519,13,2024-03-01
남성,57.8,대학교,독신,2,1,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,N,0,Y,할부금융(장/단기),금,13,단독,15000000,0,12,7,변동,5.1,15000000,1313750.0,9196250.0,Y,Y,1,11.0,9.2,1.7,,0.775,0.775,5,2024-11-01
남성,58.1,대학교,결혼,5,3,퇴직,5000만원~1억원 미만,기타,기타,Y,자가,연립/다세대/빌라,평균,N,0,N,오토론,금,17,친지,43000000,10,24,7,고정,4.6,38700000,1686675.0,11806725.0,Y,Y,1,4.6,15.2,0.5,,0.934,0.774,17,2023-11-01
남성,58.1,중학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,단독주택,평균,Y,0,N,오토론,금,17,단독,55000000,30,48,37,고정,4.73,38500000,840021.9,31080810.3,Y,Y,1,4.6,15.2,0.5,,0.834,0.774,11,2024-05-01
남성,58.3,대학원,결혼,4,2,퇴직,5000만원~1억원 미만,기타,운송,N,반전세,오피스텔,평균,N,0,N,할부금융(장/단기),월,14,단독,25000000,30,36,31,변동,4.39,17500000,507451.4,15730993.4,Y,Y,2,11.3,17.1,4.1,0.758,0.918,0.778,5,2024-11-01
남성,58.4,대학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,외국계,Y,자가,아파트,평균,N,0,Y,할부금융(장/단기),화,15,단독,43000000,10,24,11,변동,4.3,38700000,1681837.5,18500212.5,Y,Y,0,11.5,35.5,2.1,0.749,0.869,,13,2024-03-01
남성,58.6,고등학교,독신,1,0,퇴직,5000만원~1억원 미만,기타,공공,Y,자가,아파트,평균,Y,0,N,오토론,금,16,친지,15000000,30,48,18,혼합,4.58,10500000,228768.8,4117838.4,Y,Y,0,13.4,7.6,3.5,0.855,0.795,,30,2022-10-01
남성,58.7,고등학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,평균,Y,0,Y,오토론,목,9,단독,30000000,10,24,10,혼합,4.45,27000000,1175062.5,11750625.0,Y,Y,0,10.0,12.8,0.0,,0.228,0.388,14,2024-02-01
남성,58.8,전문대,독신,1,0,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,평균,Y,1,Y,할부금융(장/단기),목,13,단독,20000000,30,48,31,변동,4.43,14000000,304587.5,9442212.5,Y,Y,4,11.5,1.1,0.9,0.58,0.58,0.38,17,2023-11-01
남성,58.8,전문대,결혼,4,2,퇴직,1억원 이상,기타,산업,Y,자가,아파트,평균,N,0,Y,할부금융(장/단기),수,13,단독,15000000,20,36,6,혼합,3.44,12000000,344800.0,2068800.0,Y,Y,3,12.1,16.6,3.0,0.76,0.68,0.7,30,2022-10-01
남성,59.0,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,서비스,N,반전세,연립/다세대/빌라,평균,Y,0,Y,할부금융(장/단기),수,16,단독,20000000,20,36,22,변동,5.19,16000000,467511.1,10285244.2,Y,Y,5,11.5,18.2,4.6,,0.671,0.971,14,2024-02-01
남성,59.0,전문대,독신,1,0,퇴직,5000만원~1억원 미만,기타,외국계,Y,자가,아파트,평균,Y,0,Y,할부금융(장/단기),화,11,배우,30000000,10,24,4,변동,4.3,27000000,1173375.0,4693500.0,Y,Y,3,9.9,1.8,0.5,0.739,0.739,0.899,20,2023-08-01
남성,59.2,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,N,0,Y,할부금융(장/단기),목,14,단독,52000000,30,48,9,변동,4.43,36400000,791927.5,7127347.5,Y,Y,0,12.5,18.9,0.8,,0.926,0.606,39,2022-01-01
남성,59.2,대학교,이혼,1,0,퇴직,3000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,Y,0,Y,할부금융(장/단기),화,11,단독,25000000,20,36,19,변동,6.79,20000000,593277.8,11272278.2,Y,Y,1,12.5,9.8,0.7,0.812,0.652,0.732,17,2023-11-01
남성,59.2,고등학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,단독주택,평균,N,0,N,할부금융(장/단기),화,15,단독,20000000,20,12,10,변동,4.3,16000000,1390666.7,13906667.0,Y,Y,5,12.5,17.0,3.5,,0.621,0.641,2,2025-02-01
남성,59.3,고등학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,운송,N,전세,오피스텔,평균,Y,0,Y,할부금융(장/단기),수,12,단독,20000000,20,36,21,변동,5.19,16000000,467511.1,9817733.1,Y,Y,7,12.0,36.2,1.5,,0.061,0.381,15,2024-01-01
남성,59.3,전문대,결혼,4,2,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,아파트,평균,Y,0,N,할부금융(장/단기),금,14,단독,25000000,30,36,10,변동,4.39,17500000,507451.4,5074514.0,Y,Y,3,12.7,0.8,3.9,0.868,0.991,0.828,26,2023-02-01
남성,59.6,대학교,결혼,3,1,퇴직,1억원 이상,기타,무역,Y,자가,아파트,평균,Y,0,Y,할부금융(장/단기),화,16,단독,30000000,30,48,14,변동,3.33,21000000,452068.8,6328963.2,Y,Y,0,11.4,3.8,2.5,0.791,0.851,0.651,34,2022-06-01
남성,59.7,전문대,독신,1,0,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,아파트,평균,Y,0,Y,할부금융(장/단기),화,10,단독,43000000,20,48,12,변동,5.23,34400000,754148.3,9049779.6,Y,Y,2,12.5,7.9,1.9,0.876,0.676,0.996,36,2022-04-01
남성,59.7,대학교,독신,2,1,퇴직,3000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,Y,0,N,할부금융(장/단기),수,15,단독,15000000,20,36,30,변동,6.79,12000000,355966.7,10679001.0,N,Y,2,4.8,4.7,0.7,,0.639,0.939,6,2024-10-01
남성,59.8,고등학교,독신,3,2,퇴직,5000만원~1억원 미만,기타,서비스,N,반전세,연립/다세대/빌라,평균,N,0,Y,할부금융(장/단기),화,14,단독,20000000,20,12,7,변동,4.3,16000000,1390666.7,9734666.9,Y,Y,2,12.0,15.6,5.2,0.841,0.981,0.989,5,2024-11-01
남성,59.8,대학원,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,N,전세,연립/다세대/빌라,평균,Y,1,Y,할부금융(장/단기),금,17,단독,18000000,30,48,4,변동,4.43,12600000,274128.8,1096515.2,Y,Y,0,12.8,38.2,1.5,0.373,0.593,,44,2021-08-01
남성,59.9,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,서비스,N,월세,단독주택,평균,Y,0,N,할부금융(장/단기),수,14,자녀,43000000,10,24,16,고정,4.6,38700000,1686675.0,26986800.0,Y,Y,2,12.4,5.6,4.0,,0.142,0.442,8,2024-08-01
남성,60.1,전문대,독신,2,1,퇴직,5000만원~1억원 미만,기타,운송,N,반전세,오피스텔,평균,N,0,Y,할부금융(장/단기),목,13,단독,43000000,10,24,16,변동,4.3,38700000,1681837.5,26909400.0,N,Y,4,5.0,2.8,2.6,,0.486,0.506,8,2024-08-01
남성,60.3,중학교,독신,3,2,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,아파트,평균,N,0,Y,할부금융(장/단기),월,14,기타,25000000,20,36,28,변동,4.39,20000000,579944.4,16238443.2,Y,Y,2,12.3,38.6,0.0,,0.611,0.771,8,2024-08-01
남성,60.5,대학교,결혼,2,0,퇴직,1억원 이상,기타,산업,Y,자가,아파트,평균,Y,0,N,할부금융(장/단기),화,14,단독,30000000,10,24,11,변동,3.2,27000000,1161000.0,12771000.0,Y,Y,5,13.1,12.0,2.5,0.9,0.78,0.7,13,2024-03-01
여성,60.6,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,단독주택,평균,N,0,Y,할부금융(장/단기),금,10,단독,18000000,10,24,14,변동,4.3,16200000,704025.0,9856350.0,Y,Y,3,7.4,0.3,2.4,0.993,0.773,0.473,10,2024-06-01
남성,60.7,고등학교,독신,1,0,퇴직,3000만원~5000만원 미만,기타,서비스,N,전세,아파트,평균,Y,0,Y,할부금융(장/단기),목,11,단독,15000000,30,48,23,변동,6.23,10500000,232378.1,5344696.3,Y,Y,0,12.8,17.5,4.8,,0.504,0.524,25,2023-03-01
여성,61.1,중학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,서비스,N,월세,연립/다세대/빌라,평균,N,0,Y,할부금융(장/단기),금,10,단독,18000000,10,24,5,변동,4.3,16200000,704025.0,3520125.0,Y,Y,1,13.1,15.3,5.3,0.658,0.778,0.558,19,2023-09-01
여성,61.6,전문대,독신,1,0,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,평균,N,0,N,할부금융(장/단기),금,15,단독,43000000,10,24,6,변동,4.3,38700000,1681837.5,10091025.0,Y,Y,2,1.6,6.7,0.0,0.695,0.775,0.495,18,2023-10-01
남성,61.8,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,운송,Y,자가,오피스텔,평균,N,0,Y,할부금융(장/단기),화,15,단독,15000000,10,24,3,변동,4.3,13500000,586687.5,1760062.5,N,Y,0,0.0,22.3,0.0,,0.731,0.631,21,2023-07-01
남성,62.0,대학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,공공,N,반전세,아파트,평균,N,0,Y,오토론,화,13,단독,18000000,10,24,9,변동,6.1,16200000,716175.0,6445575.0,Y,Y,0,4.2,23.3,3.6,0.85,0.67,,15,2024-01-01
남성,63.0,대학교,이혼,2,1,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,N,0,Y,할부금융(장/단기),금,16,단독,52000000,20,36,18,고정,6.49,41600000,1230551.1,22149919.8,Y,Y,1,12.7,27.4,0.6,0.826,0.786,0.989,18,2023-10-01
남성,63.5,중학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,외국계,Y,자가,아파트,평균,Y,0,Y,할부금융(장/단기),수,10,단독,20000000,20,12,7,변동,4.3,16000000,1390666.7,9734666.9,Y,Y,4,10.8,16.9,5.6,,0.768,0.708,5,2024-11-01
여성,63.7,고등학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,평균,Y,0,Y,할부금융(장/단기),수,16,단독,30000000,20,36,19,변동,4.39,24000000,695933.3,13222732.7,Y,Y,2,11.9,16.7,1.5,0.803,0.963,,17,2023-11-01
여성,64.0,고등학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,산업,N,전세,아파트,평균,N,0,Y,할부금융(장/단기),화,15,단독,25000000,10,24,3,변동,4.3,22500000,977812.5,2933437.5,Y,Y,0,12.7,24.6,3.3,0.802,0.991,,21,2023-07-01
여성,64.1,전문대,결혼,2,0,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,N,0,Y,할부금융(장/단기),화,13,배우,15000000,20,36,27,변동,4.39,12000000,347966.7,9395100.9,Y,Y,0,13.1,33.7,2.3,,0.813,0.833,9,2024-07-01
여성,64.1,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,N,0,Y,할부금융(장/단기),화,13,배우,30000000,30,48,27,변동,4.43,21000000,456881.3,12335795.1,Y,Y,0,13.1,33.7,2.3,,0.753,0.833,21,2023-07-01
남성,64.7,고등학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,외국계,Y,자가,아파트,평균,Y,0,Y,할부금융(장/단기),화,13,기타,30000000,30,48,17,변동,5.23,21000000,460381.3,7826482.1,Y,Y,2,12.7,6.7,1.8,,0.528,0.768,31,2022-09-01
남성,65.2,대학교,결혼,2,0,퇴직,3000만원 미만,기타,무역,N,전세,아파트,평균,Y,0,Y,할부금융(장/단기),수,12,단독,20000000,20,36,18,변동,6.79,16000000,474622.2,8543199.6,Y,Y,5,13.1,0.6,0.7,0.848,0.991,0.908,18,2023-10-01
남성,66.7,고등학교,독신,2,1,퇴직,3000만원 미만,기타,서비스,N,반전세,연립/다세대/빌라,평균,N,0,Y,할부금융(장/단기),화,13,단독,43000000,10,24,9,변동,7.0,38700000,1725375.0,15528375.0,Y,Y,1,12.1,39.5,0.0,,0.762,0.762,15,2024-01-01
남성,51.5,대학원,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,Y,0,Y,할부금융(장/단기),월,12,단독,30000000,20,48,5,변동,4.43,24000000,522150.0,2610750.0,Y,Y,0,6.2,10.9,2.0,0.681,0.761,,43,2021-09-01
여성,54.2,대학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,산업,N,전세,아파트,평균,Y,0,Y,할부금융(장/단기),목,14,단독,20000000,0,12,10,고정,4.6,20000000,1743333.3,17433333.0,Y,Y,2,9.1,21.3,7.9,,0.586,0.746,2,2025-02-01
남성,56.5,대학교,독신,2,1,퇴직,3000만원~5000만원 미만,기타,기타,Y,자가,아파트,평균,N,0,N,할부금융(장/단기),화,14,자녀,25000000,20,48,31,변동,5.23,20000000,438458.3,13592207.3,N,Y,0,10.3,30.8,1.0,0.769,0.969,,17,2023-11-01
남성,57.0,전문대,독신,2,1,퇴직,3000만원 미만,기타,서비스,Y,자가,단독주택,평균,N,0,N,할부금융(장/단기),금,11,단독,30000000,20,48,22,변동,6.83,24000000,534150.0,11751300.0,Y,Y,1,11.4,16.0,2.5,0.622,0.822,0.682,26,2023-02-01
남성,57.6,대학교,결혼,5,3,퇴직,3000만원~5000만원 미만,기타,공공,N,전세,아파트,평균,N,0,Y,할부금융(장/단기),수,9,단독,30000000,20,12,7,변동,6.1,24000000,2122000.0,14854000.0,Y,Y,2,11.4,13.0,0.0,,0.546,0.686,5,2024-11-01
남성,57.8,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,평균,Y,0,N,할부금융(장/단기),금,9,단독,20000000,20,36,28,고정,4.69,16000000,465288.9,13028089.2,Y,Y,1,11.0,22.0,0.1,0.912,0.991,0.972,8,2024-08-01
남성,58.7,전문대,결혼,3,1,퇴직,1억원 이상,기타,외국계,Y,자가,아파트,평균,Y,0,Y,할부금융(장/단기),화,15,단독,25000000,10,24,18,변동,3.2,22500000,967500.0,17415000.0,Y,Y,2,13.5,17.2,2.1,,0.612,0.592,6,2024-10-01
남성,59.1,대학교,독신,4,3,퇴직,3000만원~5000만원 미만,기타,공공,N,반전세,아파트,평균,N,0,Y,오토론,목,16,단독,25000000,20,48,29,변동,6.23,20000000,442625.0,12836125.0,Y,Y,0,1.0,1.0,1.0,,0.662,0.442,19,2023-09-01
남성,59.8,대학교,독신,2,1,퇴직,3000만원 미만,기타,산업,N,전세,연립/다세대/빌라,평균,Y,0,Y,할부금융(장/단기),화,12,단독,43000000,10,24,3,변동,6.7,38700000,1720537.5,5161612.5,Y,Y,2,10.8,20.9,4.2,0.773,0.973,0.573,21,2023-07-01
여성,60.2,중학교,독신,1,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,Y,0,Y,할부금융(장/단기),월,15,단독,52000000,30,48,19,고정,4.73,36400000,794202.5,15089847.5,Y,Y,3,14.2,7.4,0.0,,0.8,0.84,29,2022-11-01
여성,60.2,고등학교,독신,3,2,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,N,0,Y,할부금융(장/단기),월,15,단독,30000000,20,36,27,변동,4.39,24000000,695933.3,18790199.1,Y,Y,3,14.2,7.4,0.0,,0.8,0.92,9,2024-07-01
남성,61.3,중학교,독신,3,2,퇴직,3000만원 미만,기타,산업,Y,자가,아파트,평균,N,0,Y,할부금융(장/단기),금,10,단독,30000000,30,48,19,변동,6.83,21000000,467381.3,8880244.7,Y,Y,1,11.3,11.3,0.1,,0.473,0.753,29,2022-11-01
여성,62.5,고등학교,결혼,2,0,퇴직,1억원 이상,기타,산업,N,월세,연립/다세대/빌라,평균,Y,0,N,할부금융(장/단기),수,14,단독,30000000,10,24,16,변동,2.0,27000000,1147500.0,18360000.0,Y,Y,3,10.3,34.5,4.0,,0.678,0.838,8,2024-08-01
남성,64.9,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,Y,0,Y,할부금융(장/단기),금,16,단독,25000000,30,36,4,변동,5.19,17500000,511340.3,2045361.2,Y,Y,3,11.4,27.7,0.0,,0.521,0.761,32,2022-08-01
남성,67.1,전문대,독신,1,0,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,아파트,평균,Y,0,Y,할부금융(장/단기),화,10,단독,18000000,10,24,11,고정,4.6,16200000,706050.0,7766550.0,Y,Y,1,11.8,11.7,1.2,,0.584,0.544,13,2024-03-01
남성,50.6,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,최상,Y,0,N,할부금융(장/단기),금,10,단독,30000000,10,24,12,변동,6.1,27000000,1193625.0,14323500.0,Y,Y,1,5.5,25.3,2.5,0.969,0.769,0.989,12,2024-04-01
남성,52.0,대학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,공공,Y,자가,아파트,최상,Y,0,Y,할부금융(장/단기),수,13,배우,43000000,30,36,7,변동,4.39,30100000,872816.4,6109714.8,Y,Y,1,6.9,4.5,7.5,0.786,0.746,0.886,29,2022-11-01
남성,52.8,대학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,최상,Y,0,Y,할부금융(장/단기),금,16,단독,55000000,30,48,13,변동,4.43,38500000,837615.6,10889002.8,Y,Y,0,7.2,0.4,0.1,,0.693,0.893,35,2022-05-01
남성,54.7,대학교,결혼,3,1,퇴직,3000만원 미만,기타,운송,Y,자가,오피스텔,최상,Y,0,Y,할부금융(장/단기),월,10,단독,55000000,20,36,12,변동,6.79,44000000,1305211.1,15662533.2,Y,Y,2,9.7,5.1,4.5,0.712,0.812,,24,2023-04-01
남성,55.2,대학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,아파트,최상,Y,0,Y,할부금융(장/단기),월,16,단독,25000000,20,48,29,변동,6.23,20000000,442625.0,12836125.0,Y,Y,1,8.7,1.2,7.4,,0.577,0.517,19,2023-09-01
남성,56.6,고등학교,이혼,4,3,퇴직,3000만원~5000만원 미만,기타,산업,N,월세,아파트,최상,N,0,Y,할부금융(장/단기),화,10,단독,20000000,20,12,7,고정,5.4,16000000,1405333.3,9837333.1,Y,Y,1,10.6,0.1,0.0,,0.55,0.57,5,2024-11-01
여성,57.9,대학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,아파트,최상,Y,0,N,할부금융(장/단기),금,14,단독,20000000,20,36,13,변동,4.39,16000000,463955.6,6031422.8,N,Y,2,3.2,1.3,0.4,,0.689,0.489,23,2023-05-01
남성,59.1,대학교,독신,2,1,퇴직,1억원 이상,기타,서비스,Y,자가,연립/다세대/빌라,최상,Y,0,Y,할부금융(장/단기),수,13,단독,20000000,20,48,31,변동,3.33,16000000,344433.3,10677432.3,Y,Y,4,13.3,24.6,1.5,0.841,0.961,0.901,17,2023-11-01
여성,59.5,고등학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,운송,Y,자가,오피스텔,최상,Y,0,Y,할부금융(장/단기),화,9,단독,55000000,30,48,4,변동,4.43,38500000,837615.6,3350462.4,Y,Y,2,11.0,0.4,5.5,0.825,0.705,,44,2021-08-01
남성,63.1,중학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,N,전세,연립/다세대/빌라,최상,Y,0,Y,할부금융(장/단기),화,12,단독,15000000,10,24,16,변동,4.3,13500000,586687.5,9387000.0,Y,Y,2,11.0,24.0,8.2,0.696,,0.516,8,2024-08-01
남성,49.9,대학교,결혼,5,3,퇴직,1억원 이상,기타,서비스,Y,자가,단독주택,양호,Y,0,N,할부금융(장/단기),목,15,단독,30000000,10,24,6,변동,3.2,27000000,1161000.0,6966000.0,Y,Y,5,4.7,18.8,1.5,,0.588,0.628,18,2023-10-01
남성,52.6,대학교,결혼,2,0,퇴직,1억원 이상,기타,산업,N,월세,아파트,양호,Y,0,Y,할부금융(장/단기),화,16,친지,30000000,20,36,13,변동,3.29,24000000,688600.0,8951800.0,Y,Y,0,7.5,13.1,0.0,,0.532,0.632,23,2023-05-01
남성,53.1,전문대,결혼,4,2,퇴직,3000만원 미만,기타,무역,N,반전세,아파트,양호,N,0,N,할부금융(장/단기),월,11,단독,20000000,20,12,4,고정,7.0,16000000,1426666.7,5706666.8,Y,Y,2,8.0,0.9,2.0,,0.66,0.74,8,2024-08-01
남성,53.5,대학교,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,외국계,Y,자가,아파트,양호,N,0,Y,할부금융(장/단기),수,17,단독,43000000,30,48,11,변동,5.23,30100000,659879.8,7258677.8,Y,Y,6,8.0,0.0,3.1,0.588,0.748,0.788,37,2022-03-01
남성,54.7,고등학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,아파트,양호,Y,0,Y,할부금융(장/단기),화,17,단독,43000000,10,24,16,변동,4.3,38700000,1681837.5,26909400.0,Y,Y,0,9.0,6.2,0.0,,0.46,0.4,8,2024-08-01
남성,54.9,고등학교,결혼,2,0,퇴직,3000만원 미만,기타,서비스,N,전세,연립/다세대/빌라,양호,Y,0,Y,할부금융(장/단기),금,14,단독,30000000,20,12,7,변동,6.7,24000000,2134000.0,14938000.0,Y,Y,5,9.3,4.7,2.4,,0.926,0.626,5,2024-11-01
남성,55.4,전문대,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,서비스,N,반전세,연립/다세대/빌라,양호,N,0,N,할부금융(장/단기),화,12,단독,43000000,10,24,12,변동,5.1,38700000,1694737.5,20336850.0,Y,Y,2,10.1,27.4,0.0,,0.659,0.819,12,2024-04-01
남성,55.5,대학교,독신,3,2,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,N,0,Y,할부금융(장/단기),화,15,단독,30000000,20,12,4,변동,5.1,24000000,2102000.0,8408000.0,Y,Y,2,9.9,36.8,6.1,0.854,0.954,0.934,8,2024-08-01
남성,55.6,대학교,독신,1,0,퇴직,1억원 이상,기타,외국계,N,전세,아파트,양호,Y,0,Y,오토론,월,9,친지,25000000,20,48,7,변동,2.13,20000000,425541.7,2978791.9,Y,Y,4,0.0,0.9,0.0,0.764,0.624,0.989,41,2021-11-01
남성,56.0,전문대,결혼,4,2,퇴직,3000만원 미만,기타,산업,N,반전세,아파트,양호,N,0,Y,할부금융(장/단기),월,11,단독,61000000,30,48,31,고정,7.13,42700000,953010.6,29543328.6,Y,Y,0,11.0,8.3,0.0,,0.371,0.631,17,2023-11-01
남성,56.3,대학교,독신,3,2,퇴직,3000만원~5000만원 미만,기타,서비스,N,반전세,연립/다세대/빌라,양호,N,0,N,할부금융(장/단기),금,16,단독,20000000,30,48,34,변동,6.23,14000000,309837.5,10534475.0,Y,Y,0,11.1,21.1,2.1,,0.509,0.609,14,2024-02-01
남성,56.7,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,N,반전세,아파트,양호,N,0,Y,할부금융(장/단기),화,16,배우,30000000,10,24,8,변동,4.3,27000000,1173375.0,9387000.0,Y,Y,3,11.6,30.5,5.4,,0.687,0.487,16,2023-12-01
남성,56.8,대학교,이혼,4,3,퇴직,3000만원~5000만원 미만,기타,산업,N,반전세,연립/다세대/빌라,양호,N,0,Y,할부금융(장/단기),수,12,단독,18000000,10,24,8,변동,5.1,16200000,709425.0,5675400.0,Y,Y,6,11.2,14.6,1.0,,0.434,0.394,16,2023-12-01
여성,57.1,고등학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,운송,Y,자가,오피스텔,양호,Y,0,Y,오토론,화,19,단독,18000000,10,24,3,변동,4.3,16200000,704025.0,2112075.0,Y,Y,2,11.5,2.4,0.0,,0.491,0.571,21,2023-07-01
남성,57.3,전문대,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,아파트,양호,Y,0,N,할부금융(장/단기),금,17,단독,61000000,10,24,6,변동,6.1,54900000,2427037.5,14562225.0,Y,Y,1,12.1,25.8,2.4,,0.961,0.741,18,2023-10-01
여성,57.7,대학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,공공,Y,자가,아파트,양호,Y,0,Y,할부금융(장/단기),화,13,단독,43000000,30,48,24,변동,4.43,30100000,654863.1,15716714.4,Y,Y,4,12.7,31.7,0.0,,0.585,0.425,24,2023-04-01
남성,57.8,중학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,N,0,Y,오토론,금,14,단독,15000000,20,36,18,변동,4.39,12000000,347966.7,6263400.6,Y,Y,3,11.8,4.1,2.4,0.751,0.691,0.531,18,2023-10-01
남성,57.9,고등학교,독신,4,3,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,아파트,양호,N,0,N,할부금융(장/단기),월,9,단독,20000000,20,12,4,변동,6.1,16000000,1414666.7,5658666.8,Y,Y,2,0.0,36.9,4.0,,0.498,0.258,8,2024-08-01
남성,58.0,고등학교,이혼,1,0,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,0,Y,할부금융(장/단기),목,13,단독,55000000,20,36,24,변동,4.39,44000000,1275877.8,30621067.2,Y,Y,1,12.3,21.4,0.0,0.698,0.858,0.498,12,2024-04-01
남성,58.0,고등학교,이혼,1,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,0,N,할부금융(장/단기),목,13,단독,20000000,10,24,5,변동,4.3,18000000,782250.0,3911250.0,Y,Y,1,12.3,21.4,0.0,0.698,0.618,,19,2023-09-01
남성,58.2,전문대,독신,1,0,퇴직,5000만원~1억원 미만,기타,서비스,N,월세,단독주택,양호,Y,0,Y,할부금융(장/단기),화,11,단독,20000000,30,36,13,고정,4.69,14000000,407127.8,5292661.4,Y,Y,3,12.2,5.8,2.4,,0.255,0.435,23,2023-05-01
