Gender,Age,Education,MaritalStatus,FamilyCount,ChildCount,IncomeType,IncomeClass,Occupation,OrgType,HouseOwnYN,DwellingType,HousingType,ResidenceClass,CarOwnedYN,ActiveLoanYN,LoanType,ApplWeek,ApplHour,Accompany,CarPrice,Deposit,LoanTerm,LoanRemainTerm,InterestType,LoanAmount,LoanRemainAmount,HomeAddMatchedYN,WorkAddMatchedYN,InquiryCount,IdChangedYears,InfoChangedYears,PhoneChangedYears
남성,56.0,고등학교,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,아파트,평균,Y,Y,할부금융(장/단기),금,17,단독,55000000,20,12,12,변동,44000000,44000000,Y,Y,0,9.4,28.7,4.3
남성,56.4,전문대,결혼,3,1,퇴직,3000만원 미만,기타,무역,Y,자가,아파트,평균,N,Y,할부금융(장/단기),수,13,친지,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,7.3,38.3,0.0
남성,57.5,고등학교,결혼,2,0,퇴직,1억원 이상,기타,산업,Y,자가,아파트,평균,Y,Y,할부금융(장/단기),화,9,단독,18000000,30,48,48,변동,12600000,12600000,Y,Y,2,11.6,31.5,4.7
남성,57.5,대학교,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,N,Y,할부금융(장/단기),금,17,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,4,11.3,5.8,0.0
남성,57.8,고등학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,외국계,Y,자가,아파트,평균,N,Y,오토론,화,17,단독,43000000,20,36,36,변동,34400000,34400000,Y,Y,1,12.1,3.4,0.0
남성,59.7,고등학교,독신,3,2,퇴직,3000만원~5000만원 미만,기타,운송,Y,자가,오피스텔,평균,N,Y,할부금융(장/단기),화,16,배우,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,12.7,0.3,0.0
남성,60.8,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,단독주택,평균,Y,Y,오토론,월,17,배우,52000000,20,12,12,변동,41600000,41600000,Y,Y,4,12.8,0.0,0.0
여성,63.4,전문대,결혼,4,2,퇴직,3000만원 미만,기타,무역,Y,자가,아파트,평균,Y,N,할부금융(장/단기),수,14,배우,30000000,20,48,48,혼합,24000000,24000000,Y,Y,2,11.4,27.9,4.2
남성,63.9,고등학교,결혼,2,0,퇴직,3000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,평균,Y,Y,할부금융(장/단기),화,10,단독,25000000,10,24,24,변동,22500000,22500000,Y,Y,2,11.0,20.5,0.4
남성,52.0,고등학교,독신,2,1,퇴직,5000만원~1억원 미만,기타,서비스,N,반전세,연립/다세대/빌라,양호,N,N,할부금융(장/단기),금,12,단독,30000000,30,48,48,변동,21000000,21000000,Y,Y,4,6.9,35.6,0.0
남성,53.6,고등학교,이혼,1,0,퇴직,1억원 이상,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),금,11,단독,52000000,20,36,36,변동,41600000,41600000,Y,Y,1,8.6,22.5,4.6
남성,54.1,대학교,독신,1,0,퇴직,3000만원 미만,기타,서비스,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,11,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,3,7.9,28.8,3.9
남성,54.2,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,10,배우,52000000,20,12,12,변동,41600000,41600000,Y,Y,0,0.0,16.6,6.3
남성,55.2,대학교,독신,2,1,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),금,10,배우,15000000,30,48,48,변동,10500000,10500000,Y,Y,0,9.7,26.2,4.6
남성,55.3,전문대,독신,1,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,단독주택,양호,Y,N,오토론,금,17,기타,30000000,10,24,24,변동,27000000,27000000,Y,Y,4,6.2,0.2,2.1
남성,57.1,고등학교,결혼,3,1,퇴직,1억원 이상,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),월,10,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,0,9.5,33.7,5.1
남성,57.3,전문대,독신,1,0,퇴직,5000만원~1억원 미만,기타,외국계,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),월,12,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,11.8,11.7,2.3
여성,57.3,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,아파트,양호,Y,N,할부금융(장/단기),화,12,단독,20000000,10,24,24,변동,18000000,18000000,Y,Y,1,11.2,2.1,5.2
남성,57.7,전문대,결혼,2,0,퇴직,5000만원~1억원 미만,기타,운송,N,반전세,오피스텔,양호,Y,Y,할부금융(장/단기),월,9,기타,61000000,30,48,48,변동,42700000,42700000,Y,Y,1,12.6,24.4,6.7
남성,58.1,대학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,10,단독,55000000,20,36,36,변동,44000000,44000000,Y,Y,5,12.8,28.6,3.4
남성,58.5,대학교,결혼,3,1,퇴직,3000만원 미만,기타,기타,Y,자가,단독주택,양호,Y,N,할부금융(장/단기),목,14,단독,52000000,20,12,12,변동,41600000,41600000,Y,Y,0,13.2,35.3,0.7
남성,58.7,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,외국계,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,14,기타,55000000,20,12,12,변동,44000000,44000000,Y,Y,1,13.4,19.6,8.4
남성,58.7,대학원,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,14,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,1,13.4,19.6,8.4
남성,59.9,대학교,독신,3,2,퇴직,3000만원~5000만원 미만,기타,운송,Y,자가,오피스텔,양호,N,N,할부금융(장/단기),화,12,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,0,13.2,2.3,5.5
여성,60.5,고등학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,N,전세,아파트,양호,N,Y,할부금융(장/단기),수,11,단독,43000000,30,36,36,변동,30100000,30100000,Y,Y,5,11.9,8.4,7.1
남성,61.3,고등학교,독신,2,1,퇴직,5000만원~1억원 미만,기타,기타,Y,자가,단독주택,양호,N,Y,할부금융(장/단기),목,10,자녀,15000000,20,36,36,변동,12000000,12000000,Y,Y,0,6.4,31.3,0.0
남성,63.8,고등학교,결혼,3,1,퇴직,3000만원 미만,기타,서비스,N,반전세,연립/다세대/빌라,양호,N,N,할부금융(장/단기),화,11,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,0,9.8,31.6,5.3
남성,65.5,대학교,결혼,3,1,퇴직,1억원 이상,기타,무역,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,12,단독,15000000,30,48,48,변동,10500000,10500000,Y,Y,1,12.3,17.1,1.6
남성,67.6,전문대,독신,1,0,퇴직,3000만원~5000만원 미만,기타,외국계,N,월세,아파트,양호,Y,Y,할부금융(장/단기),화,15,단독,43000000,20,48,48,변동,34400000,34400000,Y,Y,4,13.2,32.8,3.5
남성,53.6,고등학교,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,서비스,N,전세,아파트,양호,N,N,할부금융(장/단기),수,12,단체,52000000,20,36,36,변동,41600000,41600000,Y,Y,0,8.5,19.2,0.0
남성,53.7,전문대,결혼,4,2,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,N,Y,오토론,월,13,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,2,0.6,25.0,3.5
남성,54.1,전문대,결혼,3,1,퇴직,3000만원 미만,기타,외국계,Y,자가,아파트,양호,Y,N,할부금융(장/단기),수,11,단독,30000000,20,36,36,변동,24000000,24000000,Y,Y,0,7.3,31.0,2.1
남성,57.4,대학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,운송,N,전세,오피스텔,양호,N,Y,오토론,화,12,단독,25000000,20,48,48,변동,20000000,20000000,Y,Y,3,5.0,7.6,4.4
남성,58.4,고등학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,15,단독,52000000,0,12,12,변동,52000000,52000000,Y,Y,1,12.0,12.0,0.0
남성,59.3,전문대,독신,3,2,퇴직,3000만원~5000만원 미만,기타,서비스,N,월세,아파트,양호,N,Y,할부금융(장/단기),월,16,단독,55000000,20,12,12,변동,44000000,44000000,Y,Y,0,10.4,10.3,5.0
남성,63.0,고등학교,결혼,3,1,퇴직,3000만원 미만,기타,서비스,N,월세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,15,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,14.8,28.7,5.0
남성,55.6,고등학교,독신,2,1,퇴직,3000만원 미만,기타,서비스,N,월세,단독주택,양호,Y,N,할부금융(장/단기),금,13,단독,30000000,20,36,36,변동,24000000,24000000,N,Y,1,10.4,0.0,2.8
남성,56.1,전문대,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),목,12,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,11.0,1.9,1.2
남성,56.6,고등학교,결혼,5,3,퇴직,3000만원 미만,기타,산업,N,월세,아파트,양호,N,Y,할부금융(장/단기),월,13,단독,43000000,30,36,36,변동,30100000,30100000,Y,Y,0,11.4,0.0,0.8
남성,58.6,전문대,결혼,4,2,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),금,13,단독,15000000,30,48,48,변동,10500000,10500000,Y,Y,3,11.0,10.3,3.4
남성,60.2,고등학교,결혼,2,0,퇴직,3000만원 미만,기타,운송,N,전세,오피스텔,양호,Y,Y,할부금융(장/단기),금,14,단독,55000000,20,12,12,변동,44000000,44000000,Y,Y,0,12.9,39.0,1.3
남성,61.0,대학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),수,15,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,2,13.2,13.1,4.7
남성,61.5,전문대,결혼,2,0,퇴직,3000만원 미만,기타,외국계,Y,자가,아파트,양호,Y,N,할부금융(장/단기),목,11,배우,25000000,20,48,48,변동,20000000,20000000,Y,Y,1,9.9,30.2,0.0
남성,55.3,전문대,결혼,4,2,퇴직,5000만원~1억원 미만,기타,기타,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),수,9,단독,25000000,30,36,36,고정,17500000,17500000,Y,Y,1,9.3,34.7,0.0
남성,57.2,중학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,N,전세,아파트,양호,Y,Y,할부금융(장/단기),금,9,기타,55000000,20,36,36,변동,44000000,44000000,Y,Y,0,11.4,3.7,0.0
남성,58.0,대학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),목,11,단독,20000000,30,36,36,변동,14000000,14000000,Y,Y,6,13.0,24.5,0.0
남성,62.8,중학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,무역,N,월세,아파트,양호,Y,Y,할부금융(장/단기),수,12,단독,20000000,30,36,36,변동,14000000,14000000,Y,Y,3,11.0,9.0,6.4
남성,66.1,전문대,독신,2,1,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),금,15,단독,30000000,20,36,36,변동,24000000,24000000,Y,Y,2,11.2,35.0,2.7
남성,57.9,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,외국계,Y,자가,아파트,평균,Y,N,할부금융(장/단기),월,12,단독,52000000,20,36,36,변동,41600000,41600000,Y,Y,2,9.6,30.8,0.0
남성,59.7,고등학교,독신,1,0,퇴직,3000만원 미만,기타,무역,N,반전세,아파트,평균,Y,N,오토론,화,13,단독,30000000,30,48,48,변동,21000000,21000000,Y,Y,1,7.7,40.5,1.8
남성,59.8,고등학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,아파트,평균,Y,Y,할부금융(장/단기),목,14,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,1,0.0,11.0,0.0
남성,40.6,중학교,독신,2,1,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),수,15,단독,55000000,0,12,12,고정,55000000,55000000,Y,Y,0,11.1,0.0,1.1
여성,44.7,고등학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,공공,Y,자가,아파트,양호,Y,Y,오토론,금,10,단독,55000000,20,12,12,변동,44000000,44000000,Y,Y,1,11.8,24.5,3.1
남성,55.2,대학교,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,Y,오토론,금,12,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,2,6.7,29.3,1.5
남성,55.3,대학교,독신,3,2,퇴직,5000만원~1억원 미만,기타,운송,Y,자가,오피스텔,양호,N,N,오토론,월,14,단독,43000000,20,48,48,변동,34400000,34400000,N,Y,0,9.8,29.4,1.2
여성,57.7,고등학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,운송,Y,자가,오피스텔,양호,Y,Y,할부금융(장/단기),수,11,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,3,12.3,12.3,1.9
남성,57.8,전문대,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,기타,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,14,단독,55000000,20,36,36,변동,44000000,44000000,Y,Y,0,11.9,27.0,6.3
남성,58.4,고등학교,독신,1,0,퇴직,3000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),목,11,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,13.3,15.8,0.9
남성,63.4,대학교,독신,1,0,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,단독주택,양호,Y,N,할부금융(장/단기),수,11,단독,30000000,20,12,12,고정,24000000,24000000,Y,Y,5,12.9,34.5,4.3
남성,64.2,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,서비스,N,전세,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),화,18,단독,52000000,0,12,12,변동,52000000,52000000,Y,Y,2,12.3,29.1,1.0
남성,67.8,전문대,독신,1,0,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,11,단독,52000000,20,12,12,변동,41600000,41600000,Y,Y,3,12.7,33.4,4.6
남성,52.2,중학교,결혼,2,0,퇴직,3000만원 미만,기타,무역,N,월세,아파트,양호,Y,N,할부금융(장/단기),수,15,단독,25000000,10,24,24,고정,22500000,22500000,Y,Y,4,7.1,1.4,6.2
남성,54.2,전문대,독신,3,2,퇴직,3000만원~5000만원 미만,기타,서비스,N,반전세,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),금,18,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,1,9.0,4.9,2.1
남성,55.8,고등학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,외국계,N,전세,아파트,양호,Y,Y,할부금융(장/단기),수,18,단독,43000000,20,48,48,변동,34400000,34400000,Y,Y,0,10.7,3.5,0.0
남성,58.2,대학원,결혼,2,0,퇴직,5000만원~1억원 미만,기타,서비스,N,월세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,17,단독,52000000,30,48,48,혼합,36400000,36400000,Y,Y,2,12.3,20.7,0.9
남성,60.0,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,기타,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,17,단독,61000000,30,48,48,변동,42700000,42700000,Y,Y,4,10.9,35.3,4.0
남성,59.0,대학교,결혼,4,2,퇴직,3000만원~5000만원 미만,기타,공공,Y,자가,아파트,평균,N,Y,할부금융(장/단기),수,11,단독,20000000,30,36,36,변동,14000000,14000000,Y,Y,1,13.5,32.4,1.6
남성,64.4,중학교,독신,1,0,퇴직,3000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,Y,Y,할부금융(장/단기),월,13,단독,25000000,30,36,36,변동,17500000,17500000,Y,Y,0,11.6,3.5,6.7
남성,64.5,고등학교,결혼,2,0,퇴직,3000만원 미만,기타,운송,Y,자가,오피스텔,평균,Y,Y,할부금융(장/단기),화,16,단독,18000000,10,24,24,고정,16200000,16200000,Y,Y,2,13.9,38.9,2.5
남성,65.8,고등학교,결혼,3,1,퇴직,3000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,평균,N,Y,할부금융(장/단기),금,16,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,2,13.5,7.1,4.8
여성,57.2,고등학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,외국계,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,10,단독,15000000,20,36,36,변동,12000000,12000000,Y,Y,0,7.4,17.3,1.6
여성,58.2,대학교,독신,3,2,퇴직,3000만원 미만,기타,산업,Y,자가,아파트,양호,N,N,할부금융(장/단기),목,10,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,5,12.6,15.7,1.0
남성,56.0,전문대,결혼,3,1,퇴직,3000만원 미만,기타,운송,N,반전세,오피스텔,양호,Y,N,할부금융(장/단기),화,14,단독,43000000,10,24,24,고정,38700000,38700000,Y,Y,2,10.0,15.1,1.9
여성,60.0,고등학교,결혼,2,0,퇴직,3000만원 미만,기타,서비스,N,반전세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),목,11,자녀,30000000,30,36,36,변동,21000000,21000000,Y,Y,1,1.7,20.0,0.0
남성,64.1,고등학교,독신,1,0,퇴직,3000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),금,10,단독,30000000,30,36,36,변동,21000000,21000000,Y,Y,1,11.1,43.0,1.4
남성,58.0,대학교,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),금,10,배우,15000000,20,36,36,변동,12000000,12000000,Y,Y,1,11.7,33.4,1.1
남성,59.6,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,무역,N,전세,아파트,양호,Y,Y,할부금융(장/단기),화,11,단독,30000000,10,24,24,변동,27000000,27000000,N,Y,1,12.8,24.3,1.0
남성,61.7,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,9,단독,25000000,30,36,36,변동,17500000,17500000,Y,Y,0,12.3,28.5,0.6
남성,50.1,대학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),월,10,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,1,5.1,14.0,5.0
남성,56.1,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,운송,N,반전세,오피스텔,양호,Y,Y,할부금융(장/단기),월,16,단독,15000000,30,48,48,변동,10500000,10500000,Y,Y,1,10.3,0.0,3.4
남성,56.3,전문대,결혼,4,2,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,10,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,2,0.7,34.8,0.5
남성,56.3,전문대,결혼,4,2,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,아파트,양호,N,N,할부금융(장/단기),월,10,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,2,0.7,34.8,0.5
남성,57.5,전문대,독신,2,1,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),목,15,자녀,20000000,10,24,24,변동,18000000,18000000,Y,Y,4,10.6,7.4,1.4
남성,58.0,전문대,독신,3,2,퇴직,3000만원 미만,기타,서비스,Y,자가,단독주택,양호,N,N,할부금융(장/단기),금,9,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,6,12.8,18.9,6.8
남성,58.4,고등학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),화,11,단독,25000000,10,24,24,고정,22500000,22500000,Y,Y,1,11.2,22.4,0.0
여성,58.6,대학원,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,단독주택,양호,Y,Y,할부금융(장/단기),화,14,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,3,0.0,18.0,2.3
남성,58.6,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,운송,N,월세,오피스텔,양호,Y,Y,할부금융(장/단기),수,10,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,13.3,18.5,0.1
남성,59.2,대학교,결혼,4,2,퇴직,5000만원~1억원 미만,기타,무역,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,12,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,3,13.9,17.4,0.0
남성,59.7,대학교,결혼,5,3,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,양호,Y,N,할부금융(장/단기),화,14,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,5,14.3,1.9,2.5
남성,60.7,고등학교,독신,1,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),수,9,단독,20000000,30,48,48,변동,14000000,14000000,Y,Y,1,11.9,1.7,2.2
여성,62.0,전문대,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,단독주택,양호,N,Y,할부금융(장/단기),월,10,단독,30000000,20,36,36,변동,24000000,24000000,Y,Y,2,0.0,28.6,2.9
여성,62.6,고등학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,무역,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),월,14,단독,20000000,30,36,36,변동,14000000,14000000,Y,Y,1,1.4,10.3,3.0
여성,50.1,중학교,독신,3,2,퇴직,1억원 이상,기타,산업,Y,자가,아파트,양호,N,Y,오토론,목,13,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,1,4.9,16.9,0.4
남성,55.0,대학교,이혼,1,0,퇴직,1억원 이상,기타,운송,Y,자가,오피스텔,양호,Y,Y,오토론,월,17,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,1,9.7,12.5,1.2
남성,55.1,전문대,독신,3,2,퇴직,3000만원~5000만원 미만,기타,외국계,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,17,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,9.4,27.1,0.0
남성,55.2,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,N,반전세,아파트,양호,N,N,할부금융(장/단기),목,17,단독,43000000,10,24,24,고정,38700000,38700000,Y,Y,0,9.8,11.1,1.0
남성,55.4,대학원,결혼,2,0,퇴직,5000만원~1억원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),수,16,친지,20000000,0,12,12,변동,20000000,20000000,Y,Y,0,8.8,12.4,8.0
남성,55.7,대학교,결혼,4,2,퇴직,3000만원 미만,기타,서비스,Y,자가,단독주택,양호,N,Y,오토론,수,16,단독,52000000,30,48,48,혼합,36400000,36400000,Y,Y,0,9.6,20.6,0.8
남성,58.9,고등학교,결혼,3,1,퇴직,3000만원 미만,기타,공공,N,월세,아파트,양호,Y,Y,할부금융(장/단기),월,11,단독,30000000,0,12,12,변동,30000000,30000000,Y,Y,0,11.2,27.7,0.0
남성,56.5,전문대,결혼,4,2,퇴직,5000만원~1억원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,N,N,할부금융(장/단기),목,12,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,1,11.0,24.6,0.3
남성,56.5,대학교,결혼,5,3,퇴직,3000만원~5000만원 미만,기타,서비스,N,전세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),수,12,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,2,10.7,22.3,0.6
남성,56.7,대학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,15,자녀,30000000,30,48,48,변동,21000000,21000000,Y,Y,5,5.0,11.8,0.4
남성,57.5,전문대,독신,3,2,퇴직,3000만원~5000만원 미만,기타,운송,Y,자가,오피스텔,양호,N,N,할부금융(장/단기),월,10,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,0,12.0,21.7,0.0
여성,48.3,전문대,결혼,3,1,퇴직,5000만원~1억원 미만,기타,무역,N,반전세,아파트,양호,Y,Y,할부금융(장/단기),월,13,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,2,3.2,4.0,2.8
남성,52.8,대학교,결혼,3,1,퇴직,3000만원 미만,기타,서비스,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),금,10,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,6.0,28.7,0.0
남성,54.1,고등학교,독신,1,0,퇴직,5000만원~1억원 미만,기타,운송,Y,자가,오피스텔,양호,Y,N,할부금융(장/단기),수,12,배우,43000000,30,36,36,변동,30100000,30100000,Y,Y,0,9.1,11.0,6.0
남성,54.4,대학교,독신,3,2,퇴직,3000만원 미만,기타,산업,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,10,단독,25000000,10,24,24,변동,22500000,22500000,Y,Y,1,9.3,31.6,3.8
남성,54.4,고등학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,기타,N,전세,연립/다세대/빌라,양호,Y,Y,오토론,월,11,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,1,8.9,26.9,4.0
남성,55.0,대학교,결혼,2,0,퇴직,5000만원~1억원 미만,기타,운송,N,전세,오피스텔,양호,Y,Y,할부금융(장/단기),수,11,단독,15000000,30,48,48,변동,10500000,10500000,Y,Y,1,9.7,28.7,1.2
남성,55.1,전문대,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,서비스,N,반전세,아파트,양호,Y,Y,할부금융(장/단기),화,11,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,9.5,0.5,2.0
남성,57.9,전문대,이혼,2,1,퇴직,3000만원~5000만원 미만,기타,서비스,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,12,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,1,12.8,8.1,5.5
남성,60.6,전문대,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,공공,N,전세,아파트,양호,N,N,할부금융(장/단기),수,16,단독,25000000,20,48,48,변동,20000000,20000000,Y,Y,0,13.7,30.5,4.2
여성,60.7,고등학교,결혼,3,1,퇴직,3000만원~5000만원 미만,기타,산업,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),수,11,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,11.9,32.3,3.7
남성,62.7,대학교,독신,1,0,퇴직,3000만원 미만,기타,외국계,Y,자가,아파트,양호,Y,N,할부금융(장/단기),화,10,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,6,11.3,30.3,1.3
남성,68.3,대학교,결혼,2,0,퇴직,3000만원~5000만원 미만,기타,운송,N,월세,오피스텔,양호,Y,N,할부금융(장/단기),목,14,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,3,11.2,25.6,3.3
