Gender,Age,Education,MaritalStatus,FamilyCount,ChildCount,IncomeType,IncomeClass,Occupation,OrgType,EmployedYears,HouseOwnYN,DwellingType,HousingType,ResidenceClass,CarOwnedYN,ActiveLoanYN,LoanType,ApplWeek,ApplHour,Accompany,CarPrice,Deposit,LoanTerm,LoanRemainTerm,InterestType,LoanAmount,LoanRemainAmount,HomeAddMatchedYN,WorkAddMatchedYN,InquiryCount,IdChangedYears,InfoChangedYears,PhoneChangedYears
남성,39.9,고등학교,결혼,3,1,서비스,5000만원~1억원 미만,매니저,기타,7.0,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),금,13,단독,20000000,30,48,48,변동,14000000,14000000,Y,Y,2,13.0,13.0,4.6
남성,40.5,대학교,결혼,5,3,서비스,3000만원~5000만원 미만,기타,공공,4.2,Y,자가,연립/다세대/빌라,양호,Y,N,오토론,목,12,단독,55000000,20,12,12,변동,44000000,44000000,Y,Y,0,11.8,21.4,0.0
남성,40.8,전문대,이혼,1,0,사업,3000만원 미만,기타,무역,3.6,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),금,15,단독,25000000,10,24,24,고정,22500000,22500000,Y,Y,0,12.1,6.8,0.0
남성,41.1,대학원,독신,1,0,사업,3000만원~5000만원 미만,영업,자영업,3.2,N,전세,아파트,양호,Y,Y,할부금융(장/단기),목,11,단독,15000000,20,36,36,변동,12000000,12000000,Y,Y,2,13.5,13.5,2.1
남성,41.7,대학교,결혼,3,1,공무원,3000만원~5000만원 미만,기타,기타,16.1,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),월,12,단독,30000000,20,36,36,변동,24000000,24000000,Y,Y,1,14.3,0.0,0.0
남성,41.9,대학교,결혼,5,3,공무원,5000만원~1억원 미만,일반업무,교육,17.5,Y,자가,단독주택,양호,Y,N,오토론,월,13,단독,61000000,10,24,24,변동,54900000,54900000,Y,Y,1,1.4,18.4,1.9
남성,42.1,전문대,결혼,2,0,사업,5000만원~1억원 미만,IT개발/관리,자영업,10.0,N,반전세,아파트,양호,Y,N,할부금융(장/단기),월,16,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,2,11.9,12.4,0.0
남성,42.1,대학교,결혼,3,1,공무원,3000만원 미만,기타,군/경,6.8,N,반전세,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),수,13,단독,18000000,10,24,24,고정,16200000,16200000,Y,N,4,13.5,0.8,3.5
남성,43.1,고등학교,결혼,5,3,사업,3000만원~5000만원 미만,노동,자영업,8.9,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,16,단독,55000000,0,12,12,고정,55000000,55000000,Y,Y,4,14.2,24.4,2.5
남성,43.2,대학교,독신,3,2,사업,5000만원~1억원 미만,IT개발/관리,자영업,5.5,Y,자가,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),목,12,단독,20000000,20,12,12,변동,16000000,16000000,Y,Y,0,11.8,26.6,0.2
남성,43.4,전문대,독신,2,1,서비스,3000만원~5000만원 미만,노동,산업,4.1,N,월세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),금,17,단독,15000000,30,48,48,변동,10500000,10500000,Y,N,6,11.3,21.3,5.2
남성,44.4,전문대,결혼,5,3,사업,3000만원~5000만원 미만,일반업무,유치원,3.2,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,10,배우,30000000,10,24,24,변동,27000000,27000000,Y,Y,1,9.8,3.4,5.1
남성,44.7,대학원,이혼,2,1,사업,3000만원~5000만원 미만,회계,은행/보험,22.7,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),목,12,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,0,13.4,16.6,0.0
남성,45.1,고등학교,결혼,3,1,사업,1억원 이상,일반업무,제약,12.5,Y,자가,아파트,양호,Y,N,할부금융(장/단기),월,17,단독,20000000,20,36,36,고정,16000000,16000000,N,Y,4,0.1,11.0,5.9
남성,45.8,전문대,이혼,2,1,사업,5000만원~1억원 미만,영업,자영업,6.1,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),월,18,단독,18000000,30,48,48,변동,12600000,12600000,Y,Y,1,0.0,21.8,0.8
남성,46.5,대학교,결혼,5,3,사업,5000만원~1억원 미만,회계,자영업,3.5,Y,자가,아파트,양호,N,Y,할부금융(장/단기),목,12,단독,30000000,30,36,36,변동,21000000,21000000,Y,Y,2,1.4,22.2,8.2
여성,46.7,대학교,결혼,5,3,서비스,5000만원~1억원 미만,노동,일반,6.8,N,전세,단독주택,양호,Y,Y,할부금융(장/단기),화,12,단독,55000000,0,12,12,고정,55000000,55000000,Y,Y,0,1.5,7.9,0.0
남성,46.7,전문대,결혼,4,2,공무원,5000만원~1억원 미만,요리,공공,16.5,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,14,기타,25000000,20,36,36,변동,20000000,20000000,Y,N,4,1.6,26.6,0.0
남성,46.8,중학교,이혼,2,1,사업,3000만원~5000만원 미만,노동,일반,1.9,Y,자가,아파트,양호,Y,Y,오토론,목,18,단독,15000000,10,24,24,변동,13500000,13500000,Y,N,2,0.0,14.7,4.3
남성,47.5,고등학교,결혼,2,0,공무원,3000만원~5000만원 미만,요리,유치원,17.7,N,월세,아파트,양호,Y,Y,할부금융(장/단기),수,11,단독,20000000,20,36,36,고정,16000000,16000000,N,N,3,2.3,11.3,1.1
남성,47.8,전문대,결혼,5,3,서비스,3000만원 미만,요리,군/경,0.1,N,반전세,아파트,양호,N,Y,할부금융(장/단기),수,14,단독,20000000,10,24,24,변동,18000000,18000000,Y,Y,2,2.6,9.4,3.6
남성,48.0,고등학교,결혼,2,0,공무원,3000만원~5000만원 미만,웨이터,제약,14.8,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,15,단독,55000000,20,12,12,변동,44000000,44000000,Y,Y,5,2.9,21.1,6.1
남성,48.2,대학원,결혼,2,0,공무원,5000만원~1억원 미만,제약,제약,0.0,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),월,17,단독,30000000,0,12,12,변동,30000000,30000000,Y,N,4,3.1,1.2,1.7
남성,48.5,전문대,결혼,4,2,서비스,3000만원~5000만원 미만,노동,건설,2.4,Y,자가,아파트,양호,N,N,할부금융(장/단기),월,10,배우,52000000,20,36,36,변동,41600000,41600000,Y,N,0,3.4,29.0,1.0
남성,48.6,대학교,결혼,2,0,사업,1억원 이상,영업,자영업,1.6,Y,자가,연립/다세대/빌라,양호,Y,Y,오토론,금,16,배우,25000000,10,24,24,변동,22500000,22500000,Y,Y,7,0.0,8.2,0.0
남성,48.9,대학교,결혼,4,2,사업,5000만원~1억원 미만,기타,농업,2.6,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,13,단독,52000000,20,36,36,변동,41600000,41600000,Y,Y,2,3.8,1.8,2.3
남성,49.4,고등학교,독신,4,3,공무원,3000만원~5000만원 미만,제약,제약,24.2,N,반전세,아파트,양호,N,N,할부금융(장/단기),월,14,단독,52000000,30,48,48,혼합,36400000,36400000,Y,N,4,4.3,10.4,5.1
여성,49.6,대학교,결혼,5,3,사업,1억원 이상,기타,군/경,12.8,N,반전세,단독주택,양호,N,Y,할부금융(장/단기),월,15,단독,43000000,30,36,36,변동,30100000,30100000,Y,Y,1,4.5,1.5,0.9
남성,50.2,고등학교,결혼,2,0,사업,3000만원~5000만원 미만,기타,운송,0.4,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),월,10,단독,18000000,30,48,48,변동,12600000,12600000,Y,Y,0,5.0,4.8,0.0
남성,50.5,대학교,결혼,3,1,사업,5000만원~1억원 미만,매니저,교육,10.8,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),목,10,단독,15000000,0,12,12,변동,15000000,15000000,Y,Y,0,5.3,17.1,0.5
남성,51.5,대학교,결혼,2,0,사업,1억원 이상,매니저,자영업,4.7,N,반전세,아파트,양호,Y,Y,할부금융(장/단기),화,15,단독,25000000,10,24,24,고정,22500000,22500000,Y,Y,4,6.5,3.1,6.0
남성,55.7,고등학교,결혼,5,3,서비스,5000만원~1억원 미만,IT개발/관리,기타,4.8,N,반전세,아파트,양호,N,Y,할부금융(장/단기),수,13,단독,43000000,30,36,36,변동,30100000,30100000,Y,Y,1,8.7,13.8,4.4
여성,56.2,고등학교,결혼,3,1,서비스,3000만원~5000만원 미만,일반업무,농업,2.6,N,반전세,아파트,양호,Y,Y,할부금융(장/단기),목,17,단독,20000000,10,24,24,변동,18000000,18000000,Y,N,5,0.0,0.0,0.7
남성,27.5,전문대,독신,1,0,서비스,3000만원~5000만원 미만,노동,운송,5.3,N,월세,오피스텔,양호,N,Y,할부금융(장/단기),목,16,단독,52000000,0,12,12,변동,52000000,52000000,Y,Y,3,6.4,8.8,1.4
여성,29.9,전문대,결혼,3,1,서비스,5000만원~1억원 미만,IT개발/관리,운송,5.6,N,월세,아파트,양호,Y,Y,할부금융(장/단기),화,19,단독,18000000,10,24,24,고정,16200000,16200000,Y,Y,3,9.8,12.2,3.1
남성,30.2,대학교,결혼,3,1,공무원,5000만원~1억원 미만,일반업무,유치원,0.4,N,월세,단독주택,양호,N,Y,할부금융(장/단기),목,14,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,6,5.9,0.7,3.4
남성,35.5,전문대,이혼,2,1,서비스,5000만원~1억원 미만,기타,운송,1.4,Y,자가,오피스텔,양호,N,Y,할부금융(장/단기),수,12,단독,43000000,10,24,24,고정,38700000,38700000,Y,N,0,13.9,4.2,1.7
남성,36.5,대학교,이혼,3,2,서비스,5000만원~1억원 미만,IT개발/관리,산업,3.2,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,13,단독,52000000,20,12,12,변동,41600000,41600000,Y,Y,4,4.0,13.1,4.1
남성,37.3,대학교,이혼,1,0,사업,3000만원~5000만원 미만,IT개발/관리,건설,5.9,Y,자가,연립/다세대/빌라,양호,Y,Y,오토론,월,17,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,8,14.2,8.6,4.1
남성,38.1,고등학교,독신,1,0,서비스,3000만원~5000만원 미만,기타,일반,14.4,N,전세,단독주택,양호,Y,Y,할부금융(장/단기),수,16,단독,25000000,10,24,24,변동,22500000,22500000,Y,Y,1,11.5,6.2,5.1
남성,38.7,전문대,결혼,3,1,공무원,5000만원~1억원 미만,기타,공공,5.3,N,월세,아파트,양호,N,Y,할부금융(장/단기),화,12,단독,20000000,20,48,48,변동,16000000,16000000,Y,Y,7,12.6,1.9,4.1
남성,39.1,고등학교,결혼,3,1,서비스,5000만원~1억원 미만,기타,공공,10.9,N,반전세,단독주택,양호,N,Y,오토론,금,13,단독,52000000,30,48,48,혼합,36400000,36400000,Y,Y,0,10.4,22.2,6.1
남성,42.4,대학교,결혼,5,3,서비스,1억원 이상,일반업무,일반,6.1,N,월세,아파트,양호,N,Y,할부금융(장/단기),화,16,배우,25000000,30,36,36,변동,17500000,17500000,Y,Y,1,8.6,0.0,4.1
남성,43.7,전문대,독신,2,1,서비스,5000만원~1억원 미만,기타,기타,7.3,Y,자가,아파트,양호,Y,N,오토론,수,11,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,0,12.0,0.0,2.9
여성,44.4,대학교,결혼,3,1,서비스,5000만원~1억원 미만,전문기술,건설,4.4,Y,자가,오피스텔,양호,Y,Y,할부금융(장/단기),수,13,단독,25000000,20,48,48,변동,20000000,20000000,Y,Y,0,12.5,10.4,2.5
여성,45.3,고등학교,독신,2,1,서비스,5000만원~1억원 미만,IT개발/관리,일반,8.1,N,전세,아파트,양호,N,N,할부금융(장/단기),화,12,단독,30000000,0,12,12,변동,30000000,30000000,Y,Y,8,0.1,24.1,3.9
남성,45.5,고등학교,결혼,2,0,서비스,1억원 이상,부동산중개,서비스,4.7,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),월,12,배우,43000000,20,36,36,변동,34400000,34400000,Y,Y,0,0.4,15.3,5.8
남성,47.1,대학교,결혼,5,3,공무원,1억원 이상,매니저,공공,8.5,N,월세,아파트,양호,Y,Y,할부금융(장/단기),화,13,단독,55000000,20,36,36,변동,44000000,44000000,Y,Y,0,2.0,0.0,0.0
남성,48.8,전문대,독신,2,1,서비스,5000만원~1억원 미만,영업,일반,0.3,N,전세,오피스텔,양호,Y,Y,할부금융(장/단기),화,18,친지,61000000,10,24,24,고정,54900000,54900000,Y,Y,0,3.7,11.8,0.0
남성,49.7,고등학교,결혼,3,1,서비스,3000만원~5000만원 미만,요리,일반,5.2,Y,자가,아파트,양호,N,N,할부금융(장/단기),목,15,단독,30000000,30,48,48,변동,21000000,21000000,Y,N,1,3.0,18.3,5.0
여성,50.0,고등학교,결혼,2,0,서비스,3000만원~5000만원 미만,기타,서비스,0.6,N,전세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),목,11,단독,55000000,0,12,12,고정,55000000,55000000,Y,Y,1,4.8,18.1,7.7
남성,50.3,대학교,결혼,2,0,서비스,5000만원~1억원 미만,기타,일반,4.9,N,반전세,오피스텔,양호,Y,Y,할부금융(장/단기),목,15,단독,18000000,10,24,24,고정,16200000,16200000,Y,Y,0,5.2,18.0,6.3
남성,57.0,대학교,결혼,3,1,공무원,1억원 이상,매니저,공공,3.8,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),목,15,단독,61000000,30,48,48,변동,42700000,42700000,Y,Y,2,11.8,8.7,4.1
남성,57.4,전문대,독신,1,0,서비스,5000만원~1억원 미만,매니저,무역,3.9,Y,자가,단독주택,양호,Y,Y,할부금융(장/단기),금,18,단독,61000000,30,48,48,변동,42700000,42700000,Y,Y,5,12.0,17.3,5.4
여성,26.1,전문대,결혼,2,0,사업,3000만원~5000만원 미만,노동,건설,0.6,Y,자가,아파트,양호,N,N,할부금융(장/단기),화,12,단독,20000000,0,12,12,변동,20000000,20000000,N,Y,1,5.6,24.5,0.0
남성,27.2,대학교,독신,1,0,사업,3000만원~5000만원 미만,기타,자영업,1.2,Y,자가,아파트,양호,N,Y,할부금융(장/단기),목,10,단독,20000000,10,24,24,변동,18000000,18000000,Y,Y,3,6.1,3.5,0.0
남성,29.6,대학원,독신,1,0,공무원,3000만원~5000만원 미만,전문기술,기타,1.4,Y,자가,아파트,양호,N,Y,할부금융(장/단기),화,13,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,3,9.4,1.5,3.9
여성,31.1,대학교,결혼,4,2,공무원,3000만원~5000만원 미만,일반업무,보안,5.5,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),목,17,단독,20000000,20,12,12,변동,16000000,16000000,Y,Y,7,9.2,1.4,5.6
남성,31.5,중학교,결혼,3,1,사업,3000만원~5000만원 미만,노동,산업,4.7,N,월세,아파트,양호,N,Y,할부금융(장/단기),화,10,단독,18000000,30,48,48,변동,12600000,12600000,Y,Y,2,10.6,8.1,5.8
여성,31.8,대학교,독신,2,1,서비스,3000만원~5000만원 미만,기타,자영업,6.3,N,월세,아파트,양호,Y,Y,할부금융(장/단기),화,13,단독,25000000,20,48,48,변동,20000000,20000000,Y,Y,0,11.4,14.0,2.0
여성,31.9,대학원,이혼,1,0,공무원,3000만원 미만,기타,군/경,5.5,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),수,14,단독,43000000,20,48,48,변동,34400000,34400000,N,Y,1,10.1,3.5,4.9
남성,32.3,대학교,결혼,3,1,사업,3000만원 미만,노동,공공,0.4,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),수,17,단독,20000000,20,48,48,변동,16000000,16000000,N,N,3,7.1,9.3,0.0
남성,33.0,전문대,결혼,3,1,서비스,3000만원~5000만원 미만,청소/세탁,일반,5.5,N,전세,아파트,양호,N,N,할부금융(장/단기),목,14,단독,15000000,0,12,12,변동,15000000,15000000,Y,Y,0,1.1,13.3,5.5
남성,34.9,대학교,독신,2,1,사업,3000만원 미만,일반업무,공공,9.1,N,반전세,연립/다세대/빌라,양호,N,N,할부금융(장/단기),화,17,단독,20000000,10,24,24,변동,18000000,18000000,Y,Y,0,11.8,18.7,6.2
남성,36.0,고등학교,독신,1,0,사업,3000만원 미만,영업,자영업,9.4,N,월세,단독주택,양호,Y,Y,할부금융(장/단기),월,10,친지,55000000,0,12,12,고정,55000000,55000000,Y,Y,0,9.5,16.6,5.1
여성,36.2,고등학교,결혼,3,1,서비스,5000만원~1억원 미만,IT개발/관리,산업,8.0,N,전세,아파트,양호,Y,Y,할부금융(장/단기),월,11,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,5,13.9,20.8,7.0
남성,37.2,고등학교,결혼,3,1,사업,3000만원~5000만원 미만,전문기술,일반,0.4,Y,자가,아파트,양호,N,Y,오토론,월,9,자녀,20000000,30,36,36,변동,14000000,14000000,Y,Y,3,2.1,6.3,2.1
남성,38.3,전문대,결혼,3,1,서비스,5000만원~1억원 미만,IT개발/관리,산업,5.0,Y,자가,아파트,양호,N,Y,할부금융(장/단기),화,16,단독,52000000,20,36,36,변동,41600000,41600000,Y,Y,6,4.8,1.0,2.2
남성,40.7,전문대,이혼,4,3,사업,5000만원~1억원 미만,제약,자영업,6.2,N,월세,아파트,양호,N,Y,할부금융(장/단기),화,11,단독,20000000,20,36,36,고정,16000000,16000000,Y,Y,2,7.5,3.8,4.9
남성,41.4,대학교,이혼,1,0,사업,5000만원~1억원 미만,영업,자영업,3.5,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),금,13,단독,25000000,30,36,36,고정,17500000,17500000,Y,Y,2,10.4,3.5,5.0
남성,42.0,대학교,결혼,3,1,서비스,5000만원~1억원 미만,매니저,일반,5.5,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,13,단독,15000000,0,12,12,변동,15000000,15000000,Y,N,3,13.5,4.1,1.1
남성,42.2,고등학교,결혼,3,1,서비스,3000만원~5000만원 미만,영업,일반,5.7,N,반전세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),월,14,단독,20000000,20,48,48,변동,16000000,16000000,Y,Y,0,12.9,19.3,2.9
남성,42.3,전문대,이혼,2,1,사업,3000만원~5000만원 미만,청소/세탁,운송,2.7,N,반전세,아파트,양호,Y,Y,할부금융(장/단기),목,13,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,1,0.0,25.8,4.9
남성,45.8,전문대,결혼,3,1,서비스,5000만원~1억원 미만,매니저,자영업,18.4,Y,자가,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),월,11,단독,30000000,20,36,36,변동,24000000,24000000,Y,Y,2,0.7,6.4,7.1
남성,45.9,대학교,결혼,2,0,서비스,5000만원~1억원 미만,기타,공공,15.9,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,17,단독,30000000,30,48,48,혼합,21000000,21000000,Y,N,2,0.8,24.5,3.6
남성,51.4,대학교,이혼,2,1,서비스,3000만원 미만,노동,일반,2.8,N,반전세,오피스텔,양호,N,N,할부금융(장/단기),금,9,단독,30000000,10,24,24,변동,27000000,27000000,Y,Y,0,6.3,15.3,3.8
남성,51.4,대학교,결혼,3,1,공무원,3000만원~5000만원 미만,청소/세탁,군/경,8.2,N,전세,아파트,양호,Y,Y,할부금융(장/단기),목,17,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,1,6.1,25.7,3.2
남성,52.9,고등학교,결혼,3,1,사업,3000만원~5000만원 미만,기타,산업,1.2,Y,자가,오피스텔,양호,Y,N,할부금융(장/단기),화,12,배우,20000000,0,12,12,변동,20000000,20000000,Y,Y,3,7.4,25.3,1.4
여성,53.4,고등학교,결혼,2,0,사업,3000만원~5000만원 미만,보안,보안,2.7,N,반전세,아파트,양호,Y,N,할부금융(장/단기),수,17,배우,15000000,30,48,48,변동,10500000,10500000,Y,Y,8,6.7,10.4,1.5
남성,53.6,고등학교,결혼,3,1,사업,1억원 이상,일반업무,일반,2.0,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,9,단독,55000000,20,36,36,변동,44000000,44000000,Y,Y,3,8.3,18.5,1.9
남성,53.8,대학교,결혼,3,1,사업,5000만원~1억원 미만,영업,자영업,9.9,Y,자가,아파트,양호,N,Y,할부금융(장/단기),화,16,단독,43000000,20,48,48,변동,34400000,34400000,Y,Y,5,8.3,0.1,5.2
남성,54.3,대학교,결혼,5,3,사업,3000만원 미만,기타,기타,8.0,N,전세,아파트,양호,Y,Y,할부금융(장/단기),목,10,단독,61000000,30,48,48,변동,42700000,42700000,Y,Y,2,7.9,4.3,7.2
남성,54.9,대학교,이혼,3,2,사업,3000만원~5000만원 미만,기타,일반,5.5,N,월세,아파트,양호,N,Y,할부금융(장/단기),금,11,단독,55000000,20,36,36,변동,44000000,44000000,Y,Y,2,9.6,11.0,5.9
여성,55.3,대학교,결혼,3,1,사업,5000만원~1억원 미만,보안,보안,4.9,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),목,12,단독,25000000,30,36,36,변동,17500000,17500000,Y,N,1,5.5,9.3,0.0
남성,55.8,전문대,결혼,3,1,사업,3000만원~5000만원 미만,기타,운송,9.1,Y,공공장기,아파트,양호,Y,N,할부금융(장/단기),목,11,단독,43000000,20,48,48,변동,34400000,34400000,Y,Y,1,10.2,22.6,0.0
남성,26.4,대학교,결혼,2,0,사업,5000만원~1억원 미만,영업,자영업,0.6,N,전세,연립/다세대/빌라,양호,N,Y,할부금융(장/단기),화,14,단독,30000000,10,24,24,변동,27000000,27000000,N,Y,4,4.2,11.2,1.8
남성,27.4,대학교,결혼,3,1,사업,1억원 이상,일반업무,운송,4.6,Y,자가,오피스텔,양호,N,Y,할부금융(장/단기),수,18,친지,61000000,10,24,24,변동,54900000,54900000,Y,Y,2,2.9,0.2,0.9
남성,27.5,대학교,독신,1,0,공무원,3000만원~5000만원 미만,일반업무,기타,0.0,N,전세,아파트,양호,N,Y,할부금융(장/단기),월,11,친지,55000000,30,48,48,변동,38500000,38500000,Y,Y,0,3.9,4.0,0.0
여성,29.2,대학원,결혼,2,0,사업,5000만원~1억원 미만,일반업무,일반,1.6,Y,자가,단독주택,양호,Y,Y,할부금융(장/단기),목,10,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,0,8.2,12.7,0.0
남성,32.0,대학교,결혼,3,1,사업,5000만원~1억원 미만,기타,산업,3.5,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),월,14,단독,25000000,10,24,24,변동,22500000,22500000,Y,Y,0,11.2,14.8,4.7
남성,32.6,대학교,이혼,2,1,서비스,5000만원~1억원 미만,IT개발/관리,일반,4.1,N,전세,연립/다세대/빌라,양호,N,N,할부금융(장/단기),화,14,단독,15000000,10,24,24,변동,13500000,13500000,Y,N,1,7.8,15.8,0.9
남성,33.8,전문대,독신,1,0,서비스,3000만원 미만,노동,일반,0.5,N,반전세,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),목,15,단독,18000000,10,24,24,변동,16200000,16200000,Y,Y,4,5.5,14.0,1.4
남성,33.8,대학원,결혼,3,1,공무원,1억원 이상,기타,기타,11.7,Y,자가,오피스텔,양호,N,Y,할부금융(장/단기),수,13,단독,25000000,20,48,48,변동,20000000,20000000,Y,Y,4,12.2,24.3,2.3
남성,34.5,고등학교,결혼,4,2,사업,1억원 이상,매니저,일반,0.8,Y,자가,단독주택,양호,N,Y,할부금융(장/단기),금,11,단독,43000000,30,36,36,변동,30100000,30100000,Y,Y,3,3.3,2.2,0.0
남성,39.2,고등학교,결혼,4,2,사업,1억원 이상,기타,공공,2.7,Y,자가,아파트,양호,N,Y,할부금융(장/단기),목,10,단독,18000000,10,24,24,고정,16200000,16200000,Y,Y,2,13.4,7.3,6.1
남성,39.7,대학교,결혼,3,1,사업,3000만원 미만,전문기술,운송,4.8,N,전세,아파트,양호,Y,N,할부금융(장/단기),금,15,단독,15000000,0,12,12,변동,15000000,15000000,Y,Y,2,6.8,6.8,3.8
남성,40.1,대학교,결혼,4,2,서비스,1억원 이상,회계,보안,8.5,N,전세,오피스텔,양호,Y,Y,할부금융(장/단기),월,18,단독,25000000,30,36,36,고정,17500000,17500000,Y,Y,0,12.1,0.1,1.2
남성,40.2,전문대,이혼,2,1,사업,3000만원~5000만원 미만,일반업무,은행/보험,3.4,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,12,단독,18000000,10,24,24,변동,16200000,16200000,Y,N,2,7.3,19.4,0.0
남성,40.7,전문대,결혼,4,2,서비스,5000만원~1억원 미만,기타,공공,12.3,N,전세,단독주택,양호,N,Y,할부금융(장/단기),월,11,단독,30000000,30,48,48,혼합,21000000,21000000,Y,N,1,10.9,19.4,3.4
여성,40.7,전문대,결혼,2,0,사업,3000만원~5000만원 미만,노동,일반,12.0,Y,자가,아파트,양호,Y,Y,오토론,화,11,단독,52000000,20,36,36,변동,41600000,41600000,Y,Y,1,5.0,0.0,0.5
여성,40.7,대학교,결혼,2,0,사업,3000만원~5000만원 미만,노동,일반,12.0,Y,자가,아파트,양호,Y,Y,오토론,화,11,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,1,5.0,0.0,0.5
남성,43.1,대학원,이혼,1,0,서비스,5000만원~1억원 미만,기타,건설,3.8,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),월,15,단독,30000000,0,12,12,변동,30000000,30000000,N,Y,0,7.5,6.4,2.7
남성,43.8,고등학교,결혼,3,1,서비스,5000만원~1억원 미만,IT개발/관리,산업,4.6,N,반전세,연립/다세대/빌라,양호,Y,N,할부금융(장/단기),화,19,단독,55000000,30,48,48,변동,38500000,38500000,Y,N,0,12.4,12.4,5.6
남성,47.1,대학교,결혼,3,1,사업,5000만원~1억원 미만,영업,자영업,1.3,Y,자가,아파트,양호,N,Y,할부금융(장/단기),월,13,단독,55000000,0,12,12,고정,55000000,55000000,Y,Y,1,2.0,29.9,1.3
남성,47.6,대학교,결혼,4,2,사업,3000만원~5000만원 미만,노동,기타,22.0,Y,자가,아파트,양호,N,Y,할부금융(장/단기),금,12,단독,30000000,0,12,12,변동,30000000,30000000,Y,Y,0,2.5,6.0,5.0
남성,48.6,대학교,결혼,2,0,사업,3000만원~5000만원 미만,노동,산업,10.3,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),월,12,단독,15000000,20,12,12,변동,12000000,12000000,Y,Y,0,3.4,13.7,6.2
여성,48.9,대학교,결혼,5,3,사업,1억원 이상,매니저,군/경,0.3,N,반전세,오피스텔,양호,N,N,할부금융(장/단기),금,11,단독,20000000,0,12,12,변동,20000000,20000000,Y,Y,0,3.8,1.9,1.6
남성,50.6,전문대,결혼,4,2,서비스,3000만원~5000만원 미만,개인서비스,서비스,0.3,Y,자가,아파트,양호,N,N,할부금융(장/단기),화,11,단독,25000000,20,36,36,변동,20000000,20000000,Y,Y,3,5.4,16.7,0.0
남성,52.2,대학교,결혼,4,2,기타,5000만원~1억원 미만,노동,일반,3.0,Y,자가,아파트,양호,N,Y,할부금융(장/단기),화,10,단독,15000000,10,24,24,변동,13500000,13500000,Y,Y,0,6.9,21.7,5.4
남성,52.2,고등학교,결혼,2,0,사업,5000만원~1억원 미만,노동,일반,3.0,Y,자가,아파트,양호,Y,Y,할부금융(장/단기),화,9,단독,43000000,30,48,48,변동,30100000,30100000,Y,Y,3,6.9,21.7,5.4
남성,52.9,전문대,결혼,3,1,사업,5000만원~1억원 미만,IT개발/관리,일반,9.3,Y,자가,연립/다세대/빌라,양호,Y,N,오토론,월,11,단독,15000000,30,48,48,변동,10500000,10500000,Y,Y,4,7.8,27.6,2.1
남성,53.0,대학교,결혼,3,1,서비스,5000만원~1억원 미만,매니저,일반,0.6,Y,자가,연립/다세대/빌라,양호,Y,Y,할부금융(장/단기),화,16,단독,15000000,30,48,48,변동,10500000,10500000,Y,N,0,7.9,29.6,1.2
